  0   0   0
140 140 150
188 254 255
108 254 255
 76 188 255
  0 124 255
  0   0 236
172 254 172
 92 254  92
  0 220   0
  0 156   0
255 254 172
255 188  60
255 156   0 
220 124   0
204 156 156
172 124 124
140  92  92
108  60  60
255 188 220
255 140 196
255  72 164
236   0   0
162   0   0
188 124 255
164  68 255
156  28 196
