   0   0   0
 127 127 127
 255 191 255
 255 232 255
 255 255 255
 215   0   0
 215  89  89
 215 127  51
 215 178  76
 216 242 102
 165 255  11
 102 255 127
 127 255 229
  89 255 255
  63 255 204
  51 216 204
  25 216 255
   0 178 255
